('147.32.83.102', '52.178.178.16', '443', 'tcp')	60	61.6096525	15.2961389711	0.0833333333333	138607	261135	1.88399575779	1.0	374	602	2992.7793467	10526.5115158	0	2048.0	0.152542372881	454.0	0.0	0	1	-1	0.417806032016	2.0	0.152542372881	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.186', '151.101.37.140', '443', 'tcp')	7	188.480459286	280.770247257	0.285714285714	12114	1304447	107.680947664	1.0	259	365	0.162736177444	0.325372815633	0	2048.0	0.428571428571	1100.0	0.0	0	1	11.0	0.632978941495	2.0	0.142857142857	1.0	0.0	1	1	1	NORMAL
('147.32.83.178', '52.213.232.224', '443', 'tcp')	1	57.913062	0.0	0.0	791	5540	7.00379266751	1.0	10	15	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.146', '40.77.229.125', '443', 'tcp')	1	34.277374	0.0	0.0	989	6657	6.73104145602	1.0	5	10	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.34', '151.101.128.134', '443', 'tcp')	1	122.481171	0.0	0.0	5320	33569	6.30996240602	1.0	25	37	-1	-1	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.139', '23.35.109.236', '443', 'tcp')	6	13.7884373333	0.00043193891029	0.166666666667	28130	301199	10.707394241	1.0	79	182	9.85264778137e-05	3.18185538603e-05	0	-1	0.333333333333	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '172.217.16.106', '443', 'tcp')	36	0.313810111111	0.0803870574328	0.0833333333333	28670	190936	6.65978374608	1.0	407	331	7.79963970886	12.9472144095	0	2048.0	1.0	83.0	0.0	0	1	5.0	0.0971137483994	3.0	1.0	0.0	0.0	-1	1	1	NORMAL
('147.32.83.178', '54.192.93.208', '443', 'tcp')	1	180.157039	0.0	0.0	954	6996	7.33333333333	1.0	14	24	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '37.157.5.73', '443', 'tcp')	1	148.248519	0.0	0.0	1205	90685	75.2572614108	1.0	17	59	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '54.197.255.253', '443', 'tcp')	1	60.501146	0.0	0.0	1442	3210	2.22607489598	1.0	7	13	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '172.217.23.226', '443', 'tcp')	15	206.2232692	56.7553444183	0.133333333333	22004	44380	2.01690601709	1.0	352	387	11675.5410322	22901.1649146	0	4096.0	1.0	83.0	0.0	0	2	5.5	0.106042533475	3.0	0.266666666667	1.0	0.0	1	1	1	NORMAL
('147.32.83.69', '54.192.203.75', '443', 'tcp')	3	104.863802	66.7458497864	0.333333333333	1798	71071	39.5278086763	1.0	27	51	5.96046447754e-06	0.0	0	-1	0.333333333333	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.154', '17.248.147.16', '443', 'tcp')	1	3.124852	0.0	0.0	4133	14649	3.54439874183	1.0	16	24	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.186', '35.161.252.150', '443', 'tcp')	2	33.485332	27.893823	0.5	1432	7099	4.95740223464	1.0	18	23	-1	-1	0	-1	0.5	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.37', '34.192.133.133', '443', 'tcp')	27	199.074445667	51.9041824673	0.222222222222	30682	115650	3.76931099668	0.962962962963	374	418	5471.02256474	4010.275441	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.154', '54.246.122.86', '443', 'tcp')	1	60.713853	0.0	0.0	3859	6818	1.76677895828	1.0	11	16	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.196', '52.71.161.112', '443', 'tcp')	2	52.5228345	41.3087775	0.0	1307	6181	4.72915072686	1.0	11	20	-1	-1	1	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.196', '193.179.124.42', '443', 'tcp')	1	0.169186	0.0	0.0	1028	4450	4.32879377432	1.0	8	8	-1	-1	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.196', '34.207.99.117', '443', 'tcp')	1	2830.260341	0.0	0.0	1635	8730523	5339.76941896	1.0	494	4463	-1	-1	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.139', '52.5.243.108', '443', 'tcp')	10	62.2831595	92.52135995	0.1	18544	45343	2.44515746333	1.0	170	191	19104.074005	31149.0189841	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.146', '40.77.229.55', '443', 'tcp')	1	0.149348	0.0	0.0	2064	4116	1.99418604651	1.0	10	13	-1	-1	0	2048.0	1.0	577.0	0.0	0	1	1.0	0.547166712	2.0	1.0	1.0	0.0	1	1	1	NORMAL
('147.32.83.146', '185.152.65.39', '443', 'tcp')	3	120.767386333	84.8984988943	0.333333333333	2246	28086	12.5048975957	1.0	39	60	684.465898752	0.0	0	2048.0	0.666666666667	1098.0	0.0	0	1	2.0	0.657771887629	3.0	0.333333333333	1.0	0.0	1	1	1	NORMAL
('147.32.83.178', '80.240.140.46', '443', 'tcp')	2	5.129577	0.019097	0.0	1268	15039	11.8604100946	1.0	15	30	-1	-1	0	-1	0.5	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.34', '207.241.224.2', '443', 'tcp')	10	4.7468577	1.59810367685	0.3	6010	32267	5.36888519135	1.0	74	93	3974.96076807	6587.99724914	0	2048.0	0.7	1159.0	0.0	0	1	2.0	0.177358871884	4.0	0.1	1.0	0.0	1	1	1	NORMAL
('147.32.83.196', '192.225.158.1', '443', 'tcp')	13	8.78157869231	4.15205408762	0.538461538462	176684	218058	1.23416947771	1.0	222	363	3812.67784983	6234.75568118	0	2048.0	0.307692307692	1096.0	0.0	0	1	2.0	0.618958539365	4.0	0.230769230769	1.0	0.0	1	1	1	NORMAL
('147.32.83.154', '185.33.223.215', '443', 'tcp')	3	18.1763576667	9.32588413809	0.333333333333	18020	22781	1.26420643729	1.0	27	47	1.32353782654	0.0	0	-1	0.666666666667	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '62.168.44.124', '443', 'tcp')	1	0.058647	0.0	0.0	912	17404	19.0833333333	1.0	5	11	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.154', '50.112.93.230', '443', 'tcp')	1	72.837633	0.0	0.0	1785	5097	2.85546218487	1.0	10	14	-1	-1	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '104.103.86.183', '443', 'tcp')	14	20.7785148571	25.9822768483	0.285714285714	13486	116114	8.60996589055	1.0	127	235	13733.9036636	22860.0088115	0	2048.0	0.214285714286	789.0	0.0	0	1	1.0	0.649623116544	2.0	0.214285714286	1.0	0.0	1	1	1	NORMAL
('147.32.83.178', '104.103.106.99', '443', 'tcp')	11	59.4679967273	0.504025290282	0.454545454545	70180	165777	2.36216870903	1.0	138	294	0.0841684076521	0.113218311879	0	-1	0.909090909091	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.69', '52.29.101.220', '443', 'tcp')	4	25.4776745	26.5864536414	0.25	3357	26510	7.89693178433	1.0	29	44	683.753251433	683.753245711	0	-1	0.25	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.224', '46.137.120.123', '443', 'tcp')	1	30.901521	0.0	0.0	1130	5787	5.12123893805	1.0	10	16	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.37', '104.96.140.35', '443', 'tcp')	11	60.5714997273	0.014401612505	0.272727272727	10040	60982	6.07390438247	1.0	64	95	0.00687180625068	0.00387297357645	0	2048.0	0.636363636364	639.0	0.0	0	1	1.0	0.548542774264	2.0	0.181818181818	1.0	0.0	1	1	1	NORMAL
('147.32.83.178', '193.46.63.75', '443', 'tcp')	1	331.918495	0.0	0.0	1370	5097	3.7204379562	1.0	9	36	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '52.54.155.98', '443', 'tcp')	1	0.696683	0.0	0.0	5610	4680	0.83422459893	1.0	8	8	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.102', '104.103.98.211', '443', 'tcp')	1	169.222563	0.0	0.0	2117	55166	26.058573453	1.0	15	29	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.224', '176.34.125.100', '443', 'tcp')	4	2072.89411025	180.489097346	0.5	75954	105604	1.39036785423	1.0	1118	1145	1965.43226099	1913.98113894	0	-1	0.25	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '52.211.153.242', '443', 'tcp')	3	42.250297	26.1025003834	0.333333333333	5408	13105	2.42326183432	1.0	36	46	81120.7536409	0.0	0	2048.0	1.0	1172.0	0.0	0	1	2.0	0.833751675057	2.0	0.333333333333	1.0	0.0	1	1	1	NORMAL
('147.32.83.146', '134.170.104.154', '443', 'tcp')	3	60.7716583333	0.010943448583	0.333333333333	8327	17190	2.06436892038	1.0	21	33	32100.1534233	0.0	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '52.85.250.105', '443', 'tcp')	10	168.068932	113.221411778	0.4	61106	45587	0.74603148627	1.0	146	190	200.785159588	246.673041333	0	-1	0.8	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.196', '35.186.244.130', '443', 'tcp')	12	30.9878676667	64.7421679132	0.0833333333333	7855	43253	5.5064290261	1.0	174	140	10.0738816977	14.0775396656	0	2048.0	1.0	394.0	0.0	0	1	6.0	0.893897866754	4.0	1.0	1.0	0.0	1	1	1	NORMAL
('147.32.83.146', '23.99.121.207', '443', 'tcp')	2	1.7463085	0.5150045	0.5	3860	12752	3.30362694301	1.0	14	22	-1	-1	0	2048.0	0.5	515.0	0.0	0	1	6.0	0.473960139573	2.0	0.5	1.0	0.0	1	1	1	NORMAL
('147.32.83.34', '151.101.129.69', '443', 'tcp')	9	272.265854222	543.117236097	0.111111111111	28865	319316	11.0623939027	1.0	347	417	19286.6563953	29131.4699174	0	2048.0	0.444444444444	1180.0	0.0	0	1	25.0	0.354548113735	2.0	0.111111111111	1.0	0.0	1	1	1	NORMAL
('147.32.83.186', '94.31.29.7', '443', 'tcp')	52	35.2805774808	31.6976699576	0.0961538461538	21942	441884	20.1387293774	1.0	272	476	4229.292651	11417.151055	0	-1	0.211538461538	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '93.184.220.187', '443', 'tcp')	2	90.051044	89.872467	0.0	1639	12811	7.8163514338	1.0	26	30	-1	-1	0	-1	0.5	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.139', '35.160.112.124', '443', 'tcp')	7	61.2624672857	0.219422061987	0.285714285714	5916	27286	4.61223799865	1.0	84	114	13035.0544143	18169.5942513	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
